DRG Definition,Provider Id,Provider Name,Provider City,Provider State,Average Covered Charges,Average Total Payments
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100156,LAKE CITY MEDICAL CENTER,LAKE CITY,FL,31393.73494,6910.361446
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100157,LAKELAND REGIONAL MEDICAL CENTER,LAKELAND,FL,27589.9345,5902.768559
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,SANFORD,FL,27494.55556,5777.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100166,DOCTORS HOSPITAL OF SARASOTA,SARASOTA,FL,36281.31429,5342.228571
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100167,PLANTATION GENERAL HOSPITAL,PLANTATION,FL,43699.14286,7859.214286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100168,BOCA RATON REGIONAL HOSPITAL,BOCA RATON,FL,26016.81193,5778.610092
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100173,FLORIDA HOSPITAL TAMPA,TAMPA,FL,30360.50549,5784.945055
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100175,DESOTO MEMORIAL HOSPITAL,ARCADIA,FL,22038.62295,6672.868852
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100176,PALM BEACH GARDENS MEDICAL CENTER,PALM BEACH GARD,FL,41806.11111,6192.37037
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100177,CAPE CANAVERAL HOSPITAL,COCOA BEACH,FL,20773.19118,5754
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100179,MEMORIAL HOSPITAL JACKSONVILLE,JACKSONVILLE,FL,57661.11215,6160.224299
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100180,ST PETERSBURG GENERAL HOSPITAL,SAINT PETERSBUR,FL,66350.04348,6762.115942
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100181,LARKIN COMMUNITY HOSPITAL,SOUTH MIAMI,FL,39932.7973,8326
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100183,CORAL GABLES HOSPITAL,CORAL GABLES,FL,74303.31429,8241.828571
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100187,PALMETTO GENERAL HOSPITAL,HIALEAH,FL,65354.05556,8504.907407
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100189,NORTHWEST MEDICAL CENTER,MARGATE,FL,47775.68889,6451.244444
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100191,MEDICAL CENTER OF TRINITY,TRINITY,FL,44176.75676,5579.297297
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100200,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER,FORT LAUDERDALE,FL,24988.66667,6461.541667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,GAINESVILLE,FL,47552,5914.461538
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100206,MEMORIAL HOSPITAL OF TAMPA,TAMPA,FL,30204.38462,5322.346154
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100209,KENDALL REGIONAL MEDICAL CENTER,MIAMI,FL,42100.26829,7753.95122
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100211,PASCO REGIONAL MEDICAL CENTER,DADE CITY,FL,31109.82609,5746.869565
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100212,OCALA REGIONAL MEDICAL CENTER,OCALA,FL,33101.33684,5359.252632
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100213,BLAKE MEDICAL CENTER,BRADENTON,FL,42024.43137,5579.039216
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100217,SEBASTIAN RIVER MEDICAL CENTER,SEBASTIAN,FL,31916.55556,5634.416667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FORT MYERS,FL,28337.11724,5806.868966
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100223,FORT WALTON BEACH MEDICAL CENTER,FORT WALTON BEA,FL,52829.28571,5512
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,TAMARAC,FL,61191.83784,5990.324324
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100226,ORANGE PARK MEDICAL CENTER,ORANGE PARK,FL,53469.01869,6381.897196
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100228,WESTSIDE REGIONAL MEDICAL CENTER,PLANTATION,FL,58857.9697,7799.121212
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100230,MEMORIAL HOSPITAL PEMBROKE,PEMBROKE PINES,FL,31645.20833,6535.791667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100231,WEST FLORIDA HOSPITAL,PENSACOLA,FL,36769.60656,5537.778689
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100232,PUTNAM COMMUNITY MEDICAL CENTER,PALATKA,FL,24448.3617,5925.595745
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100234,COLUMBIA HOSPITAL,WEST PALM BEACH,FL,46755,6999.933333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100236,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,40937.97368,5338.710526
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100238,NORTHSIDE HOSPITAL,SAINT PETERSBUR,FL,51405.23729,6158.474576
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100239,EDWARD WHITE HOSPITAL,SAINT PETERSBUR,FL,42911.51724,5357.896552
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100242,GULF COAST MEDICAL CENTER,PANAMA CITY,FL,50077.20896,5762.895522
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100243,BRANDON REGIONAL HOSPITAL,BRANDON,FL,43594.26506,5964.554217
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100244,CAPE CORAL HOSPITAL,CAPE CORAL,FL,24263.74545,5345.318182
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,FORT PIERCE,FL,54581.21154,7163.461538
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100248,LARGO MEDICAL CENTER,LARGO,FL,39180.1358,5732.320988
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,CRYSTAL RIVER,FL,23258.48571,5501.828571
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100252,RAULERSON HOSPITAL,OKEECHOBEE,FL,43016.3913,7606.391304
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100253,JUPITER MEDICAL CENTER,JUPITER,FL,32047.875,5665.089286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100254,CAPITAL REGIONAL MEDICAL CENTER,TALLAHASSEE,FL,34286.20253,5980.379747
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100255,TOWN & COUNTRY HOSPITAL,TAMPA,FL,28880.57143,5976.809524
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,FL,37468.45455,5230.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100258,DELRAY MEDICAL CENTER,DELRAY BEACH,FL,45649.86713,5682.216783
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100259,SOUTH BAY HOSPITAL,SUN CITY CENTER,FL,45608.43333,5435.45
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100260,ST LUCIE MEDICAL CENTER,PORT SAINT LUCI,FL,55818.69333,6844.693333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100264,OAK HILL HOSPITAL,BROOKSVILLE,FL,50338.58621,5669.850575
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100265,MEASE COUNTRYSIDE HOSPITAL,SAFETY HARBOR,FL,24602.75177,5461.375887
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100266,GULF BREEZE HOSPITAL,GULF BREEZE,FL,25030.6,5097.56
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100267,ENGLEWOOD COMMUNITY HOSPITAL,ENGLEWOOD,FL,44862.90323,5198.032258
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100268,WEST BOCA MEDICAL CENTER,BOCA RATON,FL,36025.69231,6074.897436
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100269,PALMS WEST HOSPITAL,LOXAHATCHEE,FL,39170.15152,7474.878788
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100275,WELLINGTON REGIONAL MEDICAL CENTER,WELLINGTON,FL,29399.33333,6767.142857
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100276,CORAL SPRINGS MEDICAL CENTER,CORAL SPRINGS,FL,20088.42857,6197
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100281,MEMORIAL HOSPITAL WEST,PEMBROKE PINES,FL,57820.91549,7147.211268
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100284,WESTCHESTER GENERAL HOSPITAL,MIAMI,FL,25157,9546.375
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100285,MEMORIAL HOSPITAL MIRAMAR,MIRAMAR,FL,42580.96875,7119.0625
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,NAPLES,FL,36770.37113,5789.989691
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100287,GOOD SAMARITAN MEDICAL CENTER,WEST PALM BEACH,FL,34426.23077,6137.938462
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100288,ST MARY'S MEDICAL CENTER,WEST PALM BEACH,FL,45451.875,8132.958333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100289,CLEVELAND CLINIC HOSPITAL,WESTON,FL,17930.37681,5635.942029
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100290,"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,FL,21742.34965,5303.20979
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,MELBOURNE,FL,29397.51515,5823.818182
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,MIRAMAR BEACH,FL,22252.78723,5332
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100296,DOCTORS HOSPITAL INC,CORAL GABLES,FL,72946.47917,9068.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100299,LAKEWOOD RANCH MEDICAL CENTER,BRADENTON,FL,19475.36364,5506.121212
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100302,ST CLOUD REGIONAL MEDICAL CENTER,SAINT CLOUD,FL,30880.51111,5579.155556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,JACKSONVILLE,FL,25864,5209.7
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100313,SACRED HEART HOSPITAL ON THE GULF,PORT SAINT JOE,FL,13072.61538,5140.846154
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100314,WEST KENDALL BAPTIST HOSPITAL,MIAMI,FL,43273.92308,10551.15385
194 - SIMPLE PNEUMONIA & PLEURISY W CC,100316,PALM BAY HOSPITAL,PALM BAY,FL,22369.18182,5374.090909
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110001,HAMILTON MEDICAL CENTER,DALTON,GA,21248.61,6417.96
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110002,UPSON REGIONAL MEDICAL CENTER,THOMASTON,GA,18159.86957,7045.130435
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110003,SATILLA REGIONAL MEDICAL CENTER,WAYCROSS,GA,19436.51515,5808.828283
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110004,HUTCHESON MEDICAL CENTER,FORT OGLETHORPE,GA,20710.49057,6133.471698
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110005,NORTHSIDE HOSPITAL FORSYTH,CUMMING,GA,30260.57282,5665.145631
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110006,ST MARY'S HOSPITAL,ATHENS,GA,19498.91429,6032.171429
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,19798.57303,7740.292135
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110008,NORTHSIDE HOSPITAL CHEROKEE,CANTON,GA,28208.26415,7133.018868
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,17604.67241,8954.362069
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110011,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,17350.66667,6012.644444
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110015,TANNER MEDICAL CENTER VILLA RICA,VILLA RICA,GA,16235.15789,6109
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110016,WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,16502.9661,6281.084746
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110018,NEWTON MEDICAL CENTER,COVINGTON,GA,11989.13953,5896.232558
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110023,GORDON HOSPITAL,CALHOUN,GA,23255.25641,8543.051282
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110024,CANDLER HOSPITAL,SAVANNAH,GA,23442.69697,6128.606061
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,23303.57778,7749.6
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110026,ELBERT MEMORIAL HOSPITAL,ELBERTON,GA,11990.58537,5833.682927
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110027,COBB MEMORIAL HOSPITAL,ROYSTON,GA,12778.07895,5905.710526
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110028,UNIVERSITY HOSPITAL,AUGUSTA,GA,21381.03279,6111.377049
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,21294.60714,6145.035714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110030,CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,38687.89333,6576.92
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110031,SPALDING REGIONAL MEDICAL CENTER,GRIFFIN,GA,39090.42857,6428.373626
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110032,STEPHENS COUNTY HOSPITAL,TOCCOA,GA,19257.34286,5649.842857
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,AUGUSTA,GA,18337.90566,9771.150943
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110035,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,24535.29947,5900.235294
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,15052.84211,7016.921053
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,20375.80822,5793.808219
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110039,TRINITY HOSPITAL OF AUGUSTA,AUGUSTA,GA,23770.8,5999.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110040,NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,16105.94737,6770.684211
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110041,HABERSHAM COUNTY MEDICAL CTR,DEMOREST,GA,9284.418605,5911.209302
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110042,WELLSTAR PAULDING HOSPITAL,DALLAS,GA,18609.34091,6182.204545
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,26294.01754,5412.947368
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110044,PHOEBE SUMTER MEDICAL CENTER,AMERICUS,GA,16563.76923,5541.230769
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110045,BARROW REGIONAL MEDICAL CENTER,WINDER,GA,24533.63333,6905.4
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110046,WALTON REGIONAL MEDICAL CENTER,MONROE,GA,20786.02778,6223
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110051,UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,11260.87879,5779
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110054,FLOYD MEDICAL CENTER,ROME,GA,22126.14474,6983.355263
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110059,HART COUNTY HOSPITAL,HARTWELL,GA,11535.125,4861.625
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110064,"MEDICAL CENTER, THE",COLUMBUS,GA,28108.22727,7747.386364
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110069,HOUSTON MEDICAL CENTER,WARNER ROBINS,GA,18773.9186,6074.046512
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110071,APPLING HOSPITAL,BAXLEY,GA,17247.82051,6224.948718
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110073,DORMINY MEDICAL CENTER,FITZGERALD,GA,14882.41176,5273.529412
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110074,ATHENS REGIONAL MEDICAL CENTER,ATHENS,GA,20564.07447,6178.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,STATESBORO,GA,25646.89744,6449.641026
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110076,DEKALB MEDICAL CENTER,DECATUR,GA,15858.39796,6756.418367
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,17826.1,7420.583333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110079,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,19164.58824,9334.862745
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",ATLANTA,GA,21353.15909,5412.409091
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110083,PIEDMONT HOSPITAL,ATLANTA,GA,20748.8375,5807.4375
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,SANDERSVILLE,GA,13755.45946,6293.540541
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110087,GWINNETT MEDICAL CENTER,LAWRENCEVILLE,GA,18109.08421,6335.836842
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110089,COFFEE REGIONAL MEDICAL CENTER,DOUGLAS,GA,19084.2069,5391.017241
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110091,ROCKDALE MEDICAL CENTER,CONYERS,GA,19892.25581,6557.348837
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110092,DODGE COUNTY HOSPITAL,EASTMAN,GA,13466.87879,6332.181818
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110095,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,25746.5303,6366.939394
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110104,CRISP REGIONAL HOSPITAL,CORDELE,GA,13146.40625,5448.5625
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110105,COLQUITT REGIONAL MEDICAL CENTER,MOULTRIE,GA,14653.86567,6499.791045
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,20789.3871,6899.430108
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110109,EMANUEL MEDICAL CENTER,SWAINSBORO,GA,15203.2,5640.16
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110111,MCDUFFIE REGIONAL MEDICAL CENTER,THOMSON,GA,12722.75,6505.55
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110113,BURKE MEDICAL CENTER,WAYNESBORO,GA,13115.24,7105.24
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110115,ATLANTA MEDICAL CENTER,ATLANTA,GA,41111.81818,8119
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110121,GRADY GENERAL HOSPITAL,CAIRO,GA,17088.11111,6275.277778
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110122,SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,22452.64706,6537.632353
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110124,WAYNE MEMORIAL HOSPITAL,JESUP,GA,15231.71053,6459.828947
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110125,FAIRVIEW PARK HOSPITAL,DUBLIN,GA,34039.65957,7690.978723
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110128,MEADOWS REGIONAL MEDICAL CENTER,VIDALIA,GA,20578.79487,5446.923077
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110129,"ST FRANCIS HOSPITAL, INC",COLUMBUS,GA,17038.3871,5626.752688
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110132,MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,GA,17821.2,6798.16
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110135,TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,GA,9258.818182,5787.818182
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110142,EVANS MEMORIAL HOSPITAL,CLAXTON,GA,21205.25,6056.916667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110143,WELLSTAR COBB HOSPITAL,AUSTELL,GA,24503.39785,6538.021505
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,SAINT MARYS,GA,27058.88235,10715.64706
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110150,OCONEE REGIONAL MEDICAL CENTER,MILLEDGEVILLE,GA,23641.82051,6186.25641
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110153,PERRY HOSPITAL,PERRY,GA,14692.36111,6059.527778
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110161,NORTHSIDE HOSPITAL,ATLANTA,GA,30254,6028.377778
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110163,PHOEBE NORTH,ALBANY,GA,29596.11429,6641.857143
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110164,COLISEUM MEDICAL CENTER,MACON,GA,24632.44643,6078.464286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110165,SOUTHERN REGIONAL MEDICAL CENTER,RIVERDALE,GA,25295.5,6712.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110168,REDMOND REGIONAL MEDICAL CENTER,ROME,GA,22163.10606,6108.772727
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110177,DOCTORS HOSPITAL,AUGUSTA,GA,65060.9375,7600.96875
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110183,EMORY-ADVENTIST HOSPITAL,SMYRNA,GA,22836.57692,5681.192308
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110184,WELLSTAR DOUGLAS HOSPITAL,DOUGLASVILLE,GA,24928.17647,6384.029412
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110186,DOCTORS HOSPITAL,COLUMBUS,GA,27477.65217,6451.478261
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110189,FANNIN REGIONAL HOSPITAL,BLUE RIDGE,GA,33643.08333,6458.770833
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110190,FLINT RIVER HOSPITAL,MONTEZUMA,GA,15219.66667,7494
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110191,"HENRY MEDICAL CENTER, INC",STOCKBRIDGE,GA,15829.55556,6359.044444
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110192,EMORY EASTSIDE MEDICAL CENTER,SNELLVILLE,GA,27500.40741,5772.814815
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110194,DONALSONVILLE HOSPITAL INC,DONALSONVILLE,GA,19613.3125,5979.59375
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110198,NORTH FULTON REGIONAL HOSPITAL,ROSWELL,GA,55622.06944,6290.083333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110201,COLISEUM NORTHSIDE HOSPITAL,MACON,GA,23183.73077,6065.346154
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110203,WESLEY WOODS GERIATRIC HOSPITAL,ATLANTA,GA,15805.81481,5991.37037
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110205,NORTH GEORGIA MEDICAL CENTER,ELLIJAY,GA,16721.5,6613.25
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110212,SMITH NORTHVIEW HOSPITAL,VALDOSTA,GA,24194.4,6279.28
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110215,PIEDMONT FAYETTE HOSPITAL,FAYETTEVILLE,GA,18938.39706,5577.279412
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110219,SOUTH FULTON MEDICAL CENTER,EAST POINT,GA,55257.06667,7465.766667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,JASPER,GA,21262.7963,6283.203704
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110226,DEKALB MEDICAL CENTER AT HILLANDALE,LITHONIA,GA,14270.75,5935.4
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110229,"PIEDMONT NEWNAN HOSPITAL, INC",NEWNAN,GA,21665.60606,5983.636364
194 - SIMPLE PNEUMONIA & PLEURISY W CC,110230,EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,12139.37931,5462.551724
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120001,THE QUEENS MEDICAL CENTER,HONOLULU,HI,21721.21429,8773.232143
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120002,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,HI,24639.80851,13133.65957
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120004,WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,12582.52941,8615
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120005,HILO MEDICAL CENTER,HILO,HI,18789.76923,9943.384615
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120006,CASTLE MEDICAL CENTER,KAILUA,HI,23526.5,8311.642857
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120007,KUAKINI MEDICAL CENTER,HONOLULU,HI,26584.10638,8326.595745
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120010,HAWAII MEDICAL CENTER EAST,HONOLULU,HI,28103.10526,9068.789474
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120011,KAISER FOUNDATION HOSPITAL,HONOLULU,HI,13170.41667,9003.916667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120014,WILCOX MEMORIAL HOSPITAL,LIHUE,HI,27132.66667,10631
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120019,KONA COMMUNITY HOSPITAL,KEALAKEKUA,HI,28516.4,14227.15
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120022,STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,22025.91304,7688.434783
194 - SIMPLE PNEUMONIA & PLEURISY W CC,120026,PALI MOMI MEDICAL CENTER,AIEA,HI,26739.60377,7797.773585
